name,headquarters_city,headquarters_state,latitude,longitude
Walmart,Bentonville,AR,36.3728538,-94.2088172
Exxon Mobil,Irving,TX,32.8295183,-96.9442177
Chevron,San Ramon,CA,37.7648021,-121.9544387
Berkshire Hathaway,Omaha,NE,41.2587459,-95.9383758
Apple,Cupertino,CA,37.3228934,-122.0322895
General Motors,Detroit,MI,42.3315509,-83.0466403
Phillips 66,Houston,TX,29.7589382,-95.3676974
General Electric,Fairfield,CT,39.7886111,-82.6418883
Ford Motor,Dearborn,MI,42.3222599,-83.1763145
CVS Health,Woonsocket,RI,42.0028761,-71.5147839
McKesson,San Francisco,CA,37.7790262,-122.419906
AT&T,Dallas,TX,32.7762719,-96.7968559
Valero Energy,San Antonio,TX,29.4246002,-98.4951405
UnitedHealth Group,Minnetonka,MN,44.9405086,-93.4638936
Verizon,New York,NY,40.7127281,-74.0060152
AmerisourceBergen,Chesterbrook,PA,40.0756627,-75.4590816
Fannie Mae,Washington,DC,38.8950368,-77.0365427
Costco,Issaquah,WA,47.5348778,-122.0432974
HP,Palo Alto,CA,37.4443293,-122.1598465
Kroger,Cincinnati,OH,39.1014537,-84.5124602
JP Morgan Chase,New York,NY,40.7127281,-74.0060152
Express Scripts Holding,St. Louis,MO,38.6280278,-90.1910154
Bank of America Corp.,Charlotte,NC,35.2272086,-80.8430827
IBM,Armonk,NY,41.1264847,-73.7139777
Marathon Petroleum,Findlay,OH,41.0413873,-83.6503982
Cardinal Health,Dublin,OH,53.3493795,-6.2605593
Boeing,Chicago,IL,41.8755616,-87.6244212
Citigroup,New York,NY,40.7127281,-74.0060152
Amazon.com,Seattle,WA,47.6038321,-122.330062
Wells Fargo,San Francisco,CA,37.7790262,-122.419906
Microsoft,Redmond,WA,47.6694141,-122.1238767
Procter & Gamble,Cincinnati,OH,39.1014537,-84.5124602
Home Depot,Atlanta,GA,33.7489924,-84.3902644
Archer Daniels Midland,Chicago,IL,41.8755616,-87.6244212
Walgreens,Deerfield,IL,42.1711365,-87.8445119
Target,Minneapolis,MN,44.9772995,-93.2654692
Johnson & Johnson,New Brunswick,NJ,46.500283,-66.750183
Anthem,Indianapolis,IN,39.7683331,-86.1583502
MetLife,New York,NY,40.7127281,-74.0060152
Alphabet,Mountain View,CA,37.3893889,-122.0832101
State Farm Insurance Cos.,Bloomington,IL,39.1670396,-86.5342881
Freddie Mac,McLean,VA,40.4631789,-88.8196613
Comcast,Philadelphia,PA,39.9527237,-75.1635262
PepsiCo,Purchase,NY,41.0409305,-73.7145746
United Technologies,Hartford,CT,41.764582,-72.6908547
AIG,New York,NY,40.7127281,-74.0060152
UPS,Atlanta,GA,33.7489924,-84.3902644
Dow Chemical,Midland,MI,31.83688,-102.0103767
Aetna,Hartford,CT,41.764582,-72.6908547
Lowe's,Mooresville,NC,35.5848596,-80.8100724
ConocoPhillips,Houston,TX,29.7589382,-95.3676974
Intel,Santa Clara,CA,37.2333253,-121.6846349
Energy Transfer Equity,Dallas,TX,32.7762719,-96.7968559
Caterpillar,Peoria,IL,40.6938609,-89.5891008
Prudential Financial,Newark,NJ,40.735657,-74.1723667
Pfizer,New York,NY,40.7127281,-74.0060152
Walt Disney,Burbank,CA,34.1812089,-118.307201
Humana,Louisville,KY,38.2542376,-85.759407
Enterprise Products Partners,Houston,TX,29.7589382,-95.3676974
Cisco Systems,San Jose,CA,37.3361663,-121.890591
Sysco,Houston,TX,29.7589382,-95.3676974
Ingram Micro,Santa Ana,CA,33.7494951,-117.8732213
Coca-Cola,Atlanta,GA,33.7489924,-84.3902644
Lockheed Martin,Bethesda,MD,38.9846816,-77.0942447
FedEx,Memphis,TN,35.1460249,-90.0517638
Johnson Controls,Milwaukee,WI,43.0349931,-87.922497
Plains GP Holdings,Houston,TX,29.7589382,-95.3676974
World Fuel Services,Miami,FL,25.7741728,-80.19362
CHS,Inver Grove Heights,MN,44.8479039,-93.0428119
American Airlines Group,Fort Worth,TX,32.753177,-97.3327459
Merck,Kenilworth,NJ,42.0894728,-87.7149295
Best Buy,Richfield,MN,44.8766431,-93.2877877
Delta Air Lines,Atlanta,GA,33.7489924,-84.3902644
Honeywell International,Morris Township,NJ,40.798799,-74.52084688
HCA Holdings,Nashville,TN,36.1622767,-86.7742984
Goldman Sachs Group,New York,NY,40.7127281,-74.0060152
Tesoro,San Antonio,TX,29.4246002,-98.4951405
Liberty Mutual Insurance Group,Boston,MA,42.3554334,-71.060511
United Continental Holdings,Chicago,IL,41.8755616,-87.6244212
New York Life Insurance,New York,NY,40.7127281,-74.0060152
Oracle,Redwood City,CA,37.4863239,-122.232523
Morgan Stanley,New York,NY,40.7127281,-74.0060152
Tyson Foods,Springdale,AR,36.1867442,-94.1288142
Safeway,Pleasanton,CA,37.6624312,-121.8746789
Nationwide,Columbus,OH,39.9622601,-83.0007065
Deere,Moline,IL,41.5058344,-90.5136642
DuPont,Wilmington,DE,39.7459468,-75.546589
American Express,New York,NY,40.7127281,-74.0060152
Allstate,Northbrook,IL,42.128704,-87.8265089
Cigna,Bloomfield,CT,40.7510398,-92.4143872
Mondelez International,Deerfield,IL,42.1711365,-87.8445119
TIAA-CREF,New York,NY,40.7127281,-74.0060152
INTL FCStone,New York,NY,40.7127281,-74.0060152
Massachusetts Mutual Life Insurance,Springfield,MA,39.7990175,-89.6439575
DirecTV,El Segundo,CA,33.917028,-118.4156337
Halliburton,Houston,TX,29.7589382,-95.3676974
Twenty-First Century Fox,New York,NY,40.7127281,-74.0060152
3M,St. Paul,MN,53.9446204,-111.2100163
Sears Holdings,Hoffman Estates,IL,42.0427256,-88.0792782
General Dynamics,Falls Church,VA,38.882334,-77.1710914
Publix Super Markets,Lakeland,FL,28.0394654,-81.9498042
Philip Morris International,New York,NY,40.7127281,-74.0060152
TJX,Framingham,MA,42.2773177,-71.4165905
Time Warner,New York,NY,40.7127281,-74.0060152
Macy's,Cincinnati,OH,39.1014537,-84.5124602
Nike,Beaverton,OR,45.4871723,-122.80378
Tech Data,Clearwater,FL,27.9658533,-82.8001026
Avnet,Phoenix,AZ,40.3936294,47.7872508
Northwestern Mutual,Milwaukee,WI,43.0349931,-87.922497
McDonald's,Oak Brook,IL,41.8328085,-87.9289504
Exelon,Chicago,IL,41.8755616,-87.6244212
Travelers Cos.,New York,NY,40.7127281,-74.0060152
Qualcomm,San Diego,CA,32.7174202,-117.162772
International Paper,Memphis,TN,35.1460249,-90.0517638
Occidental Petroleum,Houston,TX,29.7589382,-95.3676974
Duke Energy,Charlotte,NC,35.2272086,-80.8430827
Rite Aid,Camp Hill,PA,40.2398118,-76.9199742
Gilead Sciences,Foster City,CA,37.5600336,-122.2688522
Baker Hughes,Houston,TX,29.7589382,-95.3676974
Emerson Electric,St. Louis,MO,38.6280278,-90.1910154
EMC,Hopkinton,MA,42.344072,-91.2482814
USAA,San Antonio,TX,29.4246002,-98.4951405
Union Pacific,Omaha,NE,41.2587459,-95.9383758
Northrop Grumman,Falls Church,VA,38.882334,-77.1710914
Alcoa,New York,NY,40.7127281,-74.0060152
Capital One Financial,McLean,VA,40.4631789,-88.8196613
National Oilwell Varco,Houston,TX,29.7589382,-95.3676974
US Foods,Rosemont,IL,41.9941334,-87.8756737
Raytheon,Waltham,MA,42.3756401,-71.2358004
Time Warner Cable,New York,NY,40.7127281,-74.0060152
Arrow Electronics,Centennial,CO,39.579155,-104.8769227
Aflac,Columbus,GA,39.9622601,-83.0007065
Staples,Framingham,MA,42.2773177,-71.4165905
Abbott Laboratories,Abbott Park,IL,38.771264099999996,-75.13876534
Community Health Systems,Franklin,TN,33.2002659,-95.2231752
Fluor,Irving,TX,32.8295183,-96.9442177
Freeport-McMoRan,Phoenix,AZ,40.3936294,47.7872508
U.S. Bancorp,Minneapolis,MN,44.9772995,-93.2654692
Nucor,Charlotte,NC,35.2272086,-80.8430827
Kimberly-Clark,Irving,TX,32.8295183,-96.9442177
Hess,New York,NY,40.7127281,-74.0060152
Chesapeake Energy,Oklahoma City,OK,35.4729886,-97.5170536
Xerox,Norwalk,CT,41.1175966,-73.4078968
ManpowerGroup,Milwaukee,WI,43.0349931,-87.922497
Amgen,Thousand Oaks,CA,34.1705609,-118.8375937
AbbVie,North Chicago,IL,42.327724,-87.8394189
Danaher,Washington,DC,38.8950368,-77.0365427
Whirlpool,Benton Harbor,MI,42.1167065,-86.4541894
PBF Energy,Parsippany,NJ,40.8578772,-74.4259866
HollyFrontier,Dallas,TX,32.7762719,-96.7968559
Eli Lilly,Indianapolis,IN,39.7683331,-86.1583502
Devon Energy,Oklahoma City,OK,35.4729886,-97.5170536
Progressive,Mayfield Village,OH,43.759996799999996,-79.78382001
Cummins,Columbus,IN,39.9622601,-83.0007065
Icahn Enterprises,New York,NY,40.7127281,-74.0060152
AutoNation,Fort Lauderdale,FL,26.1223084,-80.1433786
Kohl's,Menomonee Falls,WI,43.1790768,-88.1170784
Paccar,Bellevue,WA,47.6144219,-122.192337
Dollar General,Goodlettsville,TN,36.3231067,-86.7133302
Hartford Financial Services Group,Hartford,CT,41.764582,-72.6908547
Southwest Airlines,Dallas,TX,32.7762719,-96.7968559
Anadarko Petroleum,The Woodlands,TX,30.1734194,-95.504686
Southern,Atlanta,GA,33.7489924,-84.3902644
Supervalu,Eden Prairie,MN,44.8546856,-93.470786
Kraft Foods Group,Northfield,IL,44.4582041,-93.161159
Goodyear Tire & Rubber,Akron,OH,41.083064,-81.518485
EOG Resources,Houston,TX,29.7589382,-95.3676974
CenturyLink,Monroe,LA,38.2722313,-90.1792484
Altria Group,Richmond,VA,37.5385087,-77.43428
Tenet Healthcare,Dallas,TX,32.7762719,-96.7968559
General Mills,Minneapolis,MN,44.9772995,-93.2654692
eBay,San Jose,CA,37.3361663,-121.890591
ConAgra Foods,Omaha,NE,41.2587459,-95.9383758
Lear,Southfield,MI,42.4733689,-83.2218731
TRW Automotive Holdings,Livonia,MI,42.36837,-83.3527097
United States Steel,Pittsburgh,PA,40.4416941,-79.9900861
Penske Automotive Group,Bloomfield Hills,MI,42.583645,-83.2454883
AES,Arlington,VA,32.7355816,-97.1071186
Colgate-Palmolive,New York,NY,40.7127281,-74.0060152
Global Partners,Waltham,MA,42.3756401,-71.2358004
Thermo Fisher Scientific,Waltham,MA,42.3756401,-71.2358004
PG&E Corp.,San Francisco,CA,37.7790262,-122.419906
NextEra Energy,Juno Beach,FL,49.3371174,-0.4407731
American Electric Power,Columbus,OH,39.9622601,-83.0007065
Baxter International,Deerfield,IL,42.1711365,-87.8445119
Centene,St. Louis,MO,38.6280278,-90.1910154
Starbucks,Seattle,WA,47.6038321,-122.330062
Gap,San Francisco,CA,37.7790262,-122.419906
Bank of New York Mellon Corp.,New York,NY,40.7127281,-74.0060152
Micron Technology,Boise,ID,43.6008183,-116.2421086
Jabil Circuit,St. Petersburg,FL,59.9606739,30.1586551
PNC Financial Services Group,Pittsburgh,PA,40.4416941,-79.9900861
Kinder Morgan,Houston,TX,29.7589382,-95.3676974
Office Depot,Boca Raton,FL,26.3586885,-80.0830984
Bristol-Myers Squibb,New York,NY,40.7127281,-74.0060152
NRG Energy,Princeton,NJ,40.3496953,-74.6597376
Monsanto,St. Louis,MO,38.6280278,-90.1910154
PPG Industries,Pittsburgh,PA,40.4416941,-79.9900861
Genuine Parts,Atlanta,GA,33.7489924,-84.3902644
Omnicom Group,New York,NY,40.7127281,-74.0060152
Illinois Tool Works,Glenview,IL,38.3084193,-85.6505526
Murphy USA,El Dorado,AR,33.2115087,-92.6650144
Land O'Lakes,Arden Hills,MN,45.0761409,-93.1666945
Western Refining,El Paso,TX,31.7550511,-106.488234
Western Digital,Irvine,CA,33.6856969,-117.8259819
FirstEnergy,Akron,OH,41.083064,-81.518485
Aramark,Philadelphia,PA,39.9527237,-75.1635262
DISH Network,Englewood,CO,39.6482059,-104.9879641
Las Vegas Sands,Las Vegas,NV,36.1672559,-115.148516
Kellogg,Battle Creek,MI,42.3192548,-85.1824269
Loews,New York,NY,40.7127281,-74.0060152
CBS,New York,NY,40.7127281,-74.0060152
Ecolab,St. Paul,MN,53.9446204,-111.2100163
Whole Foods Market,Austin,TX,30.2711286,-97.7436995
Chubb,Warren,NJ,41.8119602,-79.2654452
Health Net,Woodland Hills,CA,34.1684364,-118.6058382
Waste Management,Houston,TX,29.7589382,-95.3676974
Apache,Houston,TX,29.7589382,-95.3676974
Textron,Providence,RI,41.8239891,-71.4128343
Synnex,Fremont,CA,37.5482697,-121.988571
Marriott International,Bethesda,MD,38.9846816,-77.0942447
Viacom,New York,NY,40.7127281,-74.0060152
Lincoln National,Radnor,PA,40.0463001,-75.3595487
Nordstrom,Seattle,WA,47.6038321,-122.330062
C.H. Robinson Worldwide,Eden Prairie,MN,44.8546856,-93.470786
Edison International,Rosemead,CA,34.0676169,-118.0879763
Marathon Oil,Houston,TX,29.7589382,-95.3676974
Yum Brands,Louisville,KY,38.2542376,-85.759407
Computer Sciences,Falls Church,VA,38.882334,-77.1710914
Parker-Hannifin,Cleveland,OH,41.4996574,-81.6936772
DaVita HealthCare Partners,Denver,CO,39.7392364,-104.984862
CarMax,Richmond,VA,37.5385087,-77.43428
Texas Instruments,Dallas,TX,32.7762719,-96.7968559
WellCare Health Plans,Tampa,FL,27.9477595,-82.458444
Marsh & McLennan,New York,NY,40.7127281,-74.0060152
Consolidated Edison,New York,NY,40.7127281,-74.0060152
Oneok,Tulsa,OK,36.1563122,-95.9927516
Visa,Foster City,CA,37.5600336,-122.2688522
Jacobs Engineering Group,Pasadena,CA,34.1476507,-118.1441551
CSX,Jacksonville,FL,30.3321838,-81.655651
Entergy,New Orleans,LA,29.9759983,-90.0782127
Facebook,Menlo Park,CA,37.4519671,-122.177992
Dominion Resources,Richmond,VA,37.5385087,-77.43428
Leucadia National,New York,NY,40.7127281,-74.0060152
"Toys ""R"" Us",Wayne,NJ,38.4251958,-88.4197678
DTE Energy,Detroit,MI,42.3315509,-83.0466403
Ameriprise Financial,Minneapolis,MN,44.9772995,-93.2654692
VF,Greensboro,NC,36.0726355,-79.7919754
Praxair,Danbury,CT,41.394817,-73.4540111
J.C. Penney,Plano,TX,33.0136764,-96.6925096
Automatic Data Processing,Roseland,NJ,37.278847,-94.84409136
L-3 Communications,New York,NY,40.7127281,-74.0060152
CDW,Vernon Hills,IL,42.2204892,-87.9803604
Guardian Life Ins. Co. of America,New York,NY,40.7127281,-74.0060152
Xcel Energy,Minneapolis,MN,44.9772995,-93.2654692
Norfolk Southern,Norfolk,VA,52.666667,1
PPL,Allentown,PA,40.6022059,-75.4712794
R.R. Donnelley & Sons,Chicago,IL,41.8755616,-87.6244212
Huntsman,Salt Lake City,UT,40.7596198,-111.886797
Bed Bath & Beyond,Union,NJ,37.4616454,-89.2504793
Stanley Black & Decker,New Britain,CT,-5.2245897,151.55696765353173
L Brands,Columbus,OH,39.9622601,-83.0007065
Liberty Interactive,Englewood,CO,39.6482059,-104.9879641
Farmers Insurance Exchange,Woodland Hills,CA,34.1684364,-118.6058382
First Data,Atlanta,GA,33.7489924,-84.3902644
Sherwin-Williams,Cleveland,OH,41.4996574,-81.6936772
BlackRock,New York,NY,40.7127281,-74.0060152
Voya Financial,New York,NY,40.7127281,-74.0060152
Ross Stores,Dublin,CA,53.3493795,-6.2605593
Sempra Energy,San Diego,CA,32.7174202,-117.162772
Estee Lauder,New York,NY,40.7127281,-74.0060152
H.J. Heinz,Pittsburgh,PA,40.4416941,-79.9900861
Reinsurance Group of America,Chesterfield,MO,37.3859982,-77.578509
Public Service Enterprise Group,Newark,NJ,40.735657,-74.1723667
Cameron International,Houston,TX,29.7589382,-95.3676974
Navistar International,Lisle,IL,45.2787444,0.5481384
CST Brands,San Antonio,TX,29.4246002,-98.4951405
State Street Corp.,Boston,MA,42.3554334,-71.060511
Unum Group,Chattanooga,TN,35.0457219,-85.3094883
Hilton Worldwide Holdings,McLean,VA,40.4631789,-88.8196613
Family Dollar Stores,Matthews,NC,35.1159532,-80.7224386
Principal Financial,Des Moines,IA,41.5910323,-93.6046655
Reliance Steel & Aluminum,Los Angeles,CA,34.0536909,-118.242766
Air Products & Chemicals,Allentown,PA,40.6022059,-75.4712794
Assurant,New York,NY,40.7127281,-74.0060152
Peter Kiewit Sons',Omaha,NE,41.2587459,-95.9383758
Henry Schein,Melville,NY,50.9307241,-102.807296
Cognizant Technology Solutions,Teaneck,NJ,40.8860164,-74.0072568
MGM Resorts International,Las Vegas,NV,36.1672559,-115.148516
W.W. Grainger,Lake Forest,IL,42.2586461,-87.8407055
Group 1 Automotive,Houston,TX,29.7589382,-95.3676974
BB&T Corp.,Winston-Salem,NC,36.0998131,-80.2440518
WestRock,Norcross,GA,33.9412127,-84.2135309
Advance Auto Parts,Roanoke,VA,37.270973,-79.9414313
Ally Financial,Detroit,MI,42.3315509,-83.0466403
AGCO,Duluth,GA,46.7729322,-92.1251218
Corning,Corning,NY,42.1435257,-77.0543408
Biogen,Cambridge,MA,52.2055314,0.1186637
NGL Energy Partners,Tulsa,OK,36.1563122,-95.9927516
Stryker,Kalamazoo,MI,42.291707,-85.5872286
Molina Healthcare,Long Beach,CA,33.7690164,-118.191604
Precision Castparts,Portland,OR,45.5202471,-122.674194
Discover Financial Services,Riverwoods,IL,42.1676068,-87.8970986
Genworth Financial,Richmond,VA,37.5385087,-77.43428
Eastman Chemical,Kingsport,TN,36.550238,-82.5594293
Dean Foods,Dallas,TX,32.7762719,-96.7968559
AutoZone,Memphis,TN,35.1460249,-90.0517638
MasterCard,Purchase,NY,41.0409305,-73.7145746
Owens & Minor,Mechanicsville,VA,41.9044574,-91.2546067
Hormel Foods,Austin,MN,30.2711286,-97.7436995
GameStop,Grapevine,TX,32.9337381,-97.0788754
Autoliv,Auburn Hills,MI,42.6875323,-83.2341028
CenterPoint Energy,Houston,TX,29.7589382,-95.3676974
Fidelity National Financial,Jacksonville,FL,30.3321838,-81.655651
Sonic Automotive,Charlotte,NC,35.2272086,-80.8430827
HD Supply Holdings,Atlanta,GA,33.7489924,-84.3902644
Charter Communications,Stamford,CT,41.0534302,-73.5387341
Crown Holdings,Philadelphia,PA,39.9527237,-75.1635262
Applied Materials,Santa Clara,CA,37.2333253,-121.6846349
Mosaic,Plymouth,MN,50.3714122,-4.1424451
CBRE Group,Los Angeles,CA,34.0536909,-118.242766
Avon Products,New York,NY,40.7127281,-74.0060152
Republic Services,Phoenix,AZ,40.3936294,47.7872508
Universal Health Services,King of Prussia,PA,40.0908111,-75.3832484
Darden Restaurants,Orlando,FL,28.5421109,-81.3790304
Steel Dynamics,Fort Wayne,IN,41.0799898,-85.1386015
SunTrust Banks,Atlanta,GA,33.7489924,-84.3902644
Caesars Entertainment,Las Vegas,NV,36.1672559,-115.148516
Targa Resources,Houston,TX,29.7589382,-95.3676974
Dollar Tree,Chesapeake,VA,36.7183708,-76.2466798
News Corp.,New York,NY,40.7127281,-74.0060152
Ball,Broomfield,CO,39.9403995,-105.05208
Thrivent Financial for Lutherans,Minneapolis,MN,44.9772995,-93.2654692
Masco,Taylor,MI,32.2793121,-99.8812612
Franklin Resources,San Mateo,CA,37.496904,-122.3330573
Avis Budget Group,Parsippany,NJ,40.8578772,-74.4259866
Reynolds American,Winston-Salem,NC,36.0998131,-80.2440518
Becton Dickinson,Franklin Lakes,NJ,41.0167639,-74.2057012
Priceline Group,Norwalk,CT,41.1175966,-73.4078968
Broadcom,Irvine,CA,33.6856969,-117.8259819
Tenneco,Lake Forest,IL,42.2586461,-87.8407055
Campbell Soup,Camden,NJ,39.9448402,-75.1198911
AECOM,Los Angeles,CA,34.0536909,-118.242766
Visteon,Van Buren Township,MI,42.2207982,-83.4841464
Delek US Holdings,Brentwood,TN,37.9317766,-121.696026
Dover,Downers Grove,IL,41.7936822,-88.0102281
BorgWarner,Auburn Hills,MI,42.6875323,-83.2341028
Jarden,Boca Raton,FL,26.3586885,-80.0830984
UGI,King of Prussia,PA,40.0908111,-75.3832484
Murphy Oil,El Dorado,AR,33.2115087,-92.6650144
PVH,New York,NY,40.7127281,-74.0060152
Core-Mark Holding,South San Francisco,CA,37.6535403,-122.4168664
Calpine,Houston,TX,29.7589382,-95.3676974
D.R. Horton,Fort Worth,TX,32.753177,-97.3327459
Weyerhaeuser,Federal Way,WA,47.313494,-122.33931
KKR,New York,NY,40.7127281,-74.0060152
FMC Technologies,Houston,TX,29.7589382,-95.3676974
American Family Insurance Group,Madison,WI,43.074761,-89.3837613
SpartanNash,Grand Rapids,MI,42.9632425,-85.6678639
WESCO International,Pittsburgh,PA,40.4416941,-79.9900861
Quanta Services,Houston,TX,29.7589382,-95.3676974
Mohawk Industries,Calhoun,GA,28.5031572,-96.6736551
Motorola Solutions,Schaumburg,IL,42.0333608,-88.083406
Lennar,Miami,FL,25.7741728,-80.19362
TravelCenters of America,Westlake,OH,32.991226,-97.1943701
Sealed Air,Charlotte,NC,35.2272086,-80.8430827
Eversource Energy,Springfield,MA,39.7990175,-89.6439575
Coca-Cola Enterprises,Atlanta,GA,33.7489924,-84.3902644
Celgene,Summit,NJ,41.1457902,-81.5333603
Williams,Tulsa,OK,36.1563122,-95.9927516
Ashland,Covington,KY,31.196549,-86.4597236
Interpublic Group,New York,NY,40.7127281,-74.0060152
Blackstone Group,New York,NY,40.7127281,-74.0060152
Ralph Lauren,New York,NY,40.7127281,-74.0060152
Quest Diagnostics,Madison,NJ,43.074761,-89.3837613
Hershey,Hershey,PA,40.2854881,-76.6506001
Terex,Westport,CT,41.1414855,-73.3578955
Boston Scientific,Marlborough,MA,42.3459271,-71.5522874
Newmont Mining,Greenwood Village,CO,39.6172101,-104.950814
Allergan,Irvine,CA,33.6856969,-117.8259819
O'Reilly Automotive,Springfield,MO,39.7990175,-89.6439575
Casey's General Stores,Ankeny,IA,41.7320796,-93.605092
CMS Energy,Jackson,MI,32.2998686,-90.1830408
Foot Locker,New York,NY,40.7127281,-74.0060152
W.R. Berkley,Greenwich,CT,51.46862565,0.048830573
PetSmart,Phoenix,AZ,40.3936294,47.7872508
Pacific Life,Newport Beach,CA,33.6170092,-117.9294401
Commercial Metals,Irving,TX,32.8295183,-96.9442177
Agilent Technologies,Santa Clara,CA,37.2333253,-121.6846349
Huntington Ingalls Industries,Newport News,VA,37.0914429,-76.5213892
Mutual of Omaha Insurance,Omaha,NE,41.2587459,-95.9383758
Live Nation Entertainment,Beverly Hills,CA,34.0696501,-118.3963062
Dick's Sporting Goods,Coraopolis,PA,40.5184013,-80.1667247
Oshkosh,Oshkosh,WI,44.0206919,-88.5408574
Celanese,Irving,TX,32.8295183,-96.9442177
Spirit AeroSystems Holdings,Wichita,KS,37.6922361,-97.3375448
United Natural Foods,Providence,RI,41.8239891,-71.4128343
Peabody Energy,St. Louis,MO,38.6280278,-90.1910154
Owens-Illinois,Perrysburg,OH,41.5571178,-83.6279321
Dillard's,Little Rock,AR,34.7465071,-92.2896267
Level 3 Communications,Broomfield,CO,39.9403995,-105.05208
Pantry,Cary,NC,35.7882893,-78.7812081
LKQ,Chicago,IL,41.8755616,-87.6244212
Integrys Energy Group,Chicago,IL,41.8755616,-87.6244212
Symantec,Mountain View,CA,37.3893889,-122.0832101
Buckeye Partners,Houston,TX,29.7589382,-95.3676974
Ryder System,Miami,FL,25.7741728,-80.19362
SanDisk,Milpitas,CA,37.4332273,-121.8989248
Rockwell Automation,Milwaukee,WI,43.0349931,-87.922497
Dana Holding,Maumee,OH,41.5628294,-83.6538244
Lansing Trade Group,Overland Park,KS,38.9742502,-94.6851702
NCR,Duluth,GA,46.7729322,-92.1251218
Expeditors International of Washington,Seattle,WA,47.6038321,-122.330062
Omnicare,Cincinnati,OH,39.1014537,-84.5124602
AK Steel Holding,West Chester,OH,39.9597213,-75.6059638
Fifth Third Bancorp,Cincinnati,OH,39.1014537,-84.5124602
Seaboard,Shawnee Mission,KS,38.99134745,-94.63274031
NiSource,Merrillville,IN,41.4828144,-87.3328139
Cablevision Systems,Bethpage,NY,40.749517,-73.485536
Anixter International,Glenview,IL,38.3084193,-85.6505526
EMCOR Group,Norwalk,CT,41.1175966,-73.4078968
Fidelity National Information Services,Jacksonville,FL,30.3321838,-81.655651
Barnes & Noble,New York,NY,40.7127281,-74.0060152
KBR,Houston,TX,29.7589382,-95.3676974
Auto-Owners Insurance,Lansing,MI,42.7337712,-84.5553805
Jones Financial,Des Peres,MO,38.6049811,-90.4426837
Avery Dennison,Glendale,CA,34.1469416,-118.2478471
NetApp,Sunnyvale,CA,37.3688301,-122.036349
iHeartMedia,San Antonio,TX,29.4246002,-98.4951405
Discovery Communications,Silver Spring,MD,38.9959461,-77.0276231
Harley-Davidson,Milwaukee,WI,43.0349931,-87.922497
Sanmina,San Jose,CA,37.3361663,-121.890591
Trinity Industries,Dallas,TX,32.7762719,-96.7968559
J.B. Hunt Transport Services,Lowell,AR,42.6414437,-71.3085329
Charles Schwab,San Francisco,CA,37.7790262,-122.419906
Erie Insurance Group,Erie,PA,42.1294712,-80.0852695
Dr Pepper Snapple Group,Plano,TX,33.0136764,-96.6925096
Ameren,St. Louis,MO,38.6280278,-90.1910154
Mattel,El Segundo,CA,33.917028,-118.4156337
Laboratory Corp. of America,Burlington,NC,44.4761601,-73.212906
TEGNA,McLean,VA,40.4631789,-88.8196613
Starwood Hotels & Resorts,Stamford,CT,41.0534302,-73.5387341
General Cable,Highland Heights,KY,39.0330902,-84.4521512
A-Mark Precious Metals,Santa Monica,CA,34.0194704,-118.491227
Graybar Electric,St. Louis,MO,38.6280278,-90.1910154
Energy Future Holdings,Dallas,TX,32.7762719,-96.7968559
HRG Group,New York,NY,40.7127281,-74.0060152
MRC Global,Houston,TX,29.7589382,-95.3676974
Spectra Energy,Houston,TX,29.7589382,-95.3676974
Asbury Automotive Group,Duluth,GA,46.7729322,-92.1251218
Packaging Corp. of America,Lake Forest,IL,42.2586461,-87.8407055
Windstream Holdings,Little Rock,AR,34.7465071,-92.2896267
PulteGroup,Atlanta,GA,33.7489924,-84.3902644
JetBlue Airways,Long Island City,NY,40.7415095,-73.9569751
Newell Brands,Atlanta,GA,33.7489924,-84.3902644
Con-way,Ann Arbor,MI,42.2813722,-83.7484616
Calumet Specialty Products Partners,Indianapolis,IN,39.7683331,-86.1583502
Expedia,Bellevue,WA,47.6144219,-122.192337
American Financial Group,Cincinnati,OH,39.1014537,-84.5124602
Tractor Supply,Brentwood,TN,37.9317766,-121.696026
United Rentals,Stamford,CT,41.0534302,-73.5387341
Ingredion,Westchester,IL,41.1763139,-73.7907554
Navient,Wilmington,DE,39.7459468,-75.546589
MeadWestvaco,Richmond,VA,37.5385087,-77.43428
AGL Resources,Atlanta,GA,33.7489924,-84.3902644
St. Jude Medical,St. Paul,MN,53.9446204,-111.2100163
J.M. Smucker,Orrville,OH,32.3062505,-87.2455492
Western Union,Englewood,CO,39.6482059,-104.9879641
Clorox,Oakland,CA,37.8044557,-122.271356
Domtar,Fort Mill,SC,35.0073697,-80.9450759
Kelly Services,Troy,MI,39.957373950000004,26.238017461011644
Old Republic International,Chicago,IL,41.8755616,-87.6244212
Advanced Micro Devices,Sunnyvale,CA,37.3688301,-122.036349
Netflix,Los Gatos,CA,37.226611,-121.9746797
Booz Allen Hamilton Holding,McLean,VA,40.4631789,-88.8196613
Quintiles Transnational Holdings,Durham,NC,54.666667,-1.75
Wynn Resorts,Las Vegas,NV,36.1672559,-115.148516
Jones Lang LaSalle,Chicago,IL,41.8755616,-87.6244212
Regions Financial,Birmingham,AL,52.4796992,-1.9026911
CH2M Hill,Englewood,CO,39.6482059,-104.9879641
Western & Southern Financial Group,Cincinnati,OH,39.1014537,-84.5124602
Lithia Motors,Medford,OR,42.4184296,-71.1061639
salesforce.com,San Francisco,CA,37.7790262,-122.419906
